age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
33,Private,354043,Masters,13,Divorced,Service,Not-in-family,Black,Male,5130,745,31,India,<=50K
47,Self-emp,38718,Bachelors,11,Single,Service,Wife,Black,Female,5439,1719,74,Mexico,>50K
61,Private,235409,Bachelors,7,Single,Tech,Own-child,Black,Female,7880,427,19,United-States,<=50K
47,Government,249967,HS-grad,12,Married,Tech,Own-child,Black,Female,6449,731,28,United-States,<=50K
53,Private,178913,Masters,7,Married,Tech,Husband,White,Male,1725,799,28,United-States,<=50K
20,Private,476764,Masters,11,Divorced,Service,Husband,White,Female,9304,4297,19,India,<=50K
39,Private,224637,Some-college,7,Single,Service,Not-in-family,Other,Male,7522,835,20,India,<=50K
66,Private,449876,Some-college,7,Divorced,Service,Wife,Asian,Male,4784,134,13,Canada,<=50K
39,Private,378697,HS-grad,10,Single,Admin,Own-child,Black,Female,9472,2538,77,Mexico,<=50K
67,Self-emp,322425,HS-grad,14,Divorced,Service,Not-in-family,Other,Male,1232,3718,43,India,>50K
67,Private,385595,PhD,10,Married,Admin,Own-child,White,Female,8808,40,11,United-States,<=50K
66,Private,257113,Some-college,8,Single,Tech,Husband,White,Male,8338,3367,48,United-States,<=50K
29,Government,272911,Bachelors,9,Divorced,Tech,Own-child,Asian,Female,7446,2415,15,India,<=50K
38,Private,407111,Masters,9,Married,Tech,Wife,Asian,Male,4616,2040,17,India,<=50K
21,Government,68026,HS-grad,2,Married,Sales,Wife,Asian,Male,4725,4339,54,India,<=50K
48,Self-emp,390286,Masters,13,Divorced,Sales,Husband,Other,Male,3677,2949,50,Canada,>50K
61,Private,52968,Masters,13,Single,Exec,Wife,White,Male,6287,4261,28,United-States,<=50K
48,Government,181169,PhD,7,Single,Exec,Wife,White,Male,8480,3466,4,Canada,<=50K
40,Government,418548,Some-college,7,Married,Exec,Not-in-family,Asian,Female,1409,3088,22,Canada,<=50K
37,Self-emp,155693,HS-grad,4,Single,Sales,Own-child,Black,Male,8205,4823,39,Mexico,<=50K
32,Private,86870,Masters,9,Single,Sales,Husband,Asian,Female,256,1115,34,United-States,<=50K
40,Private,28174,HS-grad,8,Single,Exec,Husband,Other,Female,1721,4578,44,United-States,<=50K
45,Government,396501,Bachelors,12,Married,Exec,Husband,Asian,Female,1423,2590,42,India,>50K
33,Private,371333,PhD,1,Divorced,Service,Husband,Asian,Male,4953,3573,40,India,<=50K
54,Government,50502,Bachelors,2,Single,Exec,Husband,Other,Male,2990,2978,12,Mexico,<=50K
38,Private,308818,HS-grad,13,Married,Service,Wife,Asian,Male,1195,2447,2,Canada,<=50K
32,Government,47260,HS-grad,15,Married,Admin,Not-in-family,White,Female,4559,1230,28,India,<=50K
34,Private,445714,Some-college,13,Divorced,Sales,Husband,Black,Male,4365,2666,74,India,<=50K
67,Self-emp,208681,Masters,2,Single,Exec,Not-in-family,Asian,Male,1244,4975,67,United-States,<=50K
54,Private,190536,Masters,12,Single,Sales,Not-in-family,Other,Female,6766,4925,71,United-States,>50K
30,Private,81805,Bachelors,12,Divorced,Sales,Wife,Black,Female,5302,4854,72,India,<=50K
36,Self-emp,205991,PhD,11,Divorced,Sales,Husband,Other,Female,1306,4258,76,United-States,<=50K
47,Private,269636,Masters,15,Married,Admin,Wife,Black,Female,2402,2594,10,Mexico,<=50K
62,Self-emp,195541,Some-college,15,Married,Tech,Husband,Black,Female,496,3430,57,India,>50K
35,Private,27194,Bachelors,8,Divorced,Exec,Wife,Asian,Female,3399,2917,37,United-States,<=50K
31,Government,167883,Bachelors,15,Single,Tech,Not-in-family,White,Male,909,2952,77,Mexico,<=50K
53,Government,344521,Some-college,1,Married,Tech,Husband,Asian,Female,372,1995,64,United-States,<=50K
53,Private,140864,PhD,4,Married,Tech,Own-child,Other,Male,6236,3891,79,United-States,<=50K
37,Private,53723,Some-college,10,Single,Sales,Not-in-family,Other,Male,1344,306,40,United-States,<=50K
69,Private,241408,PhD,12,Married,Service,Own-child,Black,Male,8515,1362,60,India,>50K
36,Government,478451,Some-college,5,Single,Sales,Not-in-family,Black,Female,2431,2102,48,Canada,<=50K
62,Private,252113,Some-college,9,Single,Sales,Wife,White,Male,4670,3030,19,United-States,<=50K
61,Government,86298,HS-grad,7,Single,Tech,Husband,Asian,Female,2784,332,72,Mexico,<=50K
24,Self-emp,69238,Bachelors,8,Divorced,Sales,Not-in-family,Other,Female,9407,2752,33,India,<=50K
61,Government,269425,Some-college,14,Divorced,Tech,Wife,Black,Male,1695,242,44,India,>50K
21,Government,115433,Some-college,11,Divorced,Service,Husband,White,Female,1907,1884,37,Mexico,<=50K
51,Self-emp,117092,Masters,9,Single,Exec,Husband,Other,Male,4814,1432,36,United-States,<=50K
19,Government,274291,Bachelors,13,Single,Tech,Not-in-family,Black,Male,780,2550,21,Canada,<=50K
22,Private,239991,Masters,7,Divorced,Service,Husband,Other,Female,1019,302,2,United-States,<=50K
27,Private,310589,Bachelors,5,Married,Exec,Not-in-family,White,Male,1403,4330,31,Mexico,<=50K
49,Government,194875,Masters,13,Single,Admin,Husband,White,Male,1426,3109,30,India,<=50K
59,Private,202180,Some-college,15,Married,Tech,Own-child,Other,Male,8855,2186,76,Canada,>50K
58,Government,116170,Some-college,5,Married,Tech,Wife,Asian,Female,5868,4290,44,India,<=50K
30,Private,405229,HS-grad,10,Single,Admin,Own-child,Other,Male,10,1550,12,Mexico,<=50K
56,Private,357761,Masters,11,Single,Admin,Not-in-family,Black,Female,6330,1792,51,United-States,>50K
22,Government,223482,PhD,6,Married,Tech,Own-child,Asian,Female,9230,646,49,Canada,<=50K
27,Private,325646,HS-grad,5,Married,Admin,Not-in-family,Black,Male,2825,4656,24,India,<=50K
27,Government,127116,Masters,13,Divorced,Sales,Husband,Other,Male,7464,712,24,India,<=50K
55,Private,309899,Masters,12,Divorced,Exec,Husband,Asian,Female,3003,4508,60,India,>50K
44,Private,149805,HS-grad,11,Single,Exec,Not-in-family,Black,Female,9267,537,11,United-States,<=50K
68,Self-emp,281623,Some-college,9,Divorced,Exec,Own-child,Other,Male,7195,234,13,Canada,<=50K
38,Self-emp,85361,Masters,3,Divorced,Sales,Husband,Other,Male,6720,2396,72,United-States,<=50K
25,Government,162376,Some-college,3,Divorced,Admin,Wife,Asian,Female,3088,1504,74,United-States,<=50K
18,Self-emp,438910,HS-grad,15,Divorced,Service,Husband,Other,Female,1789,1374,72,United-States,<=50K
45,Government,134232,Some-college,7,Married,Admin,Wife,White,Female,3036,4511,64,Mexico,<=50K
66,Self-emp,377730,Bachelors,7,Single,Tech,Own-child,Black,Female,7377,1909,20,Mexico,<=50K
56,Private,91171,PhD,6,Divorced,Exec,Wife,Black,Female,7598,915,72,Mexico,<=50K
31,Government,386295,Masters,3,Married,Admin,Wife,Other,Male,4838,3958,73,Canada,<=50K
38,Government,96296,PhD,14,Married,Service,Wife,Other,Female,5872,80,71,United-States,<=50K
47,Private,150562,Some-college,13,Married,Tech,Wife,White,Female,3653,2083,78,United-States,>50K
38,Government,162324,Masters,7,Divorced,Sales,Husband,Asian,Male,4299,2688,28,Mexico,<=50K
66,Government,147934,Some-college,5,Divorced,Sales,Wife,Other,Male,9268,1690,2,United-States,<=50K
26,Self-emp,251535,Bachelors,7,Single,Service,Husband,Other,Female,973,756,43,United-States,<=50K
34,Government,342103,HS-grad,2,Divorced,Tech,Wife,Other,Female,7083,2670,8,India,<=50K
22,Private,413666,Masters,6,Divorced,Exec,Not-in-family,Other,Male,5494,3751,13,United-States,<=50K
48,Self-emp,328166,Bachelors,14,Married,Admin,Own-child,Black,Female,9491,3552,35,India,<=50K
69,Self-emp,268970,Bachelors,8,Single,Tech,Wife,Other,Female,3406,467,23,United-States,<=50K
57,Private,334135,Masters,1,Divorced,Sales,Not-in-family,Black,Male,5150,1494,46,Canada,<=50K
55,Private,181999,Some-college,4,Divorced,Service,Wife,Other,Female,9350,1019,15,Mexico,<=50K
60,Self-emp,241449,Bachelors,11,Married,Service,Wife,Asian,Male,3129,901,2,India,<=50K
36,Government,491306,PhD,1,Married,Admin,Wife,White,Male,104,672,61,Mexico,<=50K
53,Self-emp,321997,Bachelors,14,Divorced,Service,Not-in-family,Asian,Male,7433,438,76,India,>50K
67,Private,41826,Some-college,1,Single,Service,Own-child,Other,Male,7689,4222,64,India,<=50K
50,Self-emp,315023,Some-college,10,Single,Tech,Not-in-family,Other,Female,3567,2076,52,India,<=50K
30,Private,198337,PhD,12,Married,Exec,Own-child,Other,Male,4348,444,36,Canada,<=50K
31,Self-emp,82361,Bachelors,14,Married,Admin,Wife,Asian,Female,4390,965,67,United-States,<=50K
50,Government,250028,Some-college,14,Divorced,Tech,Husband,Other,Female,6811,3790,69,India,>50K
46,Self-emp,350134,Masters,11,Married,Exec,Wife,Asian,Female,1181,463,67,Canada,>50K
60,Self-emp,361931,HS-grad,8,Divorced,Tech,Own-child,Black,Female,4644,2198,47,India,<=50K
66,Private,227256,HS-grad,7,Single,Tech,Not-in-family,White,Female,5873,2287,2,United-States,<=50K
53,Private,50736,HS-grad,12,Single,Service,Wife,White,Male,4394,3765,44,India,>50K
61,Private,296674,Bachelors,10,Divorced,Exec,Not-in-family,Asian,Male,3534,3176,64,Canada,<=50K
27,Self-emp,219124,PhD,13,Married,Admin,Not-in-family,Black,Male,5844,4008,78,United-States,<=50K
48,Government,188130,Some-college,1,Single,Admin,Not-in-family,Asian,Male,5939,3504,28,Canada,<=50K
23,Private,116080,Masters,11,Married,Exec,Wife,Black,Female,6475,912,54,United-States,<=50K
18,Private,477310,Masters,14,Single,Service,Not-in-family,Other,Male,1774,496,74,United-States,<=50K
24,Self-emp,346399,Bachelors,13,Divorced,Sales,Not-in-family,Black,Female,8283,1463,67,Mexico,<=50K
44,Private,145958,HS-grad,2,Divorced,Tech,Wife,Black,Female,446,4253,36,Mexico,<=50K
38,Government,398742,Bachelors,4,Divorced,Service,Not-in-family,Black,Male,108,4267,63,Mexico,<=50K
45,Government,234793,PhD,1,Single,Exec,Wife,White,Male,3239,493,25,United-States,<=50K
33,Private,128623,PhD,3,Married,Tech,Own-child,Black,Male,5931,1426,48,India,<=50K
63,Private,309531,Some-college,8,Married,Admin,Own-child,Other,Male,4053,1692,39,Canada,<=50K
40,Self-emp,162647,Some-college,8,Married,Sales,Own-child,Other,Female,4537,1793,47,Canada,<=50K
69,Government,122260,PhD,8,Single,Admin,Not-in-family,Other,Female,6361,2723,21,Canada,<=50K
37,Government,442859,PhD,6,Single,Exec,Husband,Black,Male,1245,658,30,Mexico,<=50K
55,Private,413316,PhD,6,Single,Tech,Husband,Asian,Female,2720,4761,31,United-States,<=50K
42,Self-emp,463572,Bachelors,5,Single,Exec,Not-in-family,Asian,Female,8469,4462,26,Mexico,<=50K
45,Government,411072,PhD,13,Single,Tech,Husband,Other,Female,7741,549,22,India,<=50K
22,Government,441385,Masters,9,Married,Service,Wife,White,Male,5105,642,21,United-States,<=50K
38,Self-emp,432020,HS-grad,4,Single,Sales,Husband,Asian,Female,2922,4350,1,Canada,<=50K
35,Self-emp,176862,PhD,10,Single,Service,Not-in-family,Black,Male,2513,207,37,Mexico,<=50K
64,Government,303132,HS-grad,15,Married,Service,Not-in-family,Asian,Male,9030,2497,77,Mexico,>50K
23,Government,348592,Bachelors,12,Single,Exec,Wife,Other,Female,2801,4190,46,India,<=50K
46,Self-emp,441722,HS-grad,12,Married,Sales,Own-child,White,Female,6981,1883,9,India,<=50K
36,Government,385574,Bachelors,12,Married,Tech,Not-in-family,Asian,Male,8221,2886,17,Mexico,<=50K
50,Private,228976,Masters,7,Divorced,Tech,Wife,Asian,Female,6502,477,47,India,<=50K
18,Private,470522,Bachelors,1,Divorced,Admin,Husband,Other,Female,6038,761,59,Canada,<=50K
62,Self-emp,415521,Bachelors,15,Divorced,Tech,Husband,White,Male,6229,189,54,India,>50K
20,Self-emp,151041,Some-college,9,Divorced,Exec,Wife,White,Male,9449,755,12,India,<=50K
59,Self-emp,284548,PhD,7,Single,Service,Wife,Other,Male,364,1446,64,Mexico,<=50K
38,Private,412205,PhD,10,Divorced,Service,Not-in-family,Black,Male,1800,4931,6,Mexico,<=50K
52,Government,468521,Masters,12,Married,Service,Husband,Asian,Female,5958,1663,53,United-States,>50K
58,Private,439199,Masters,9,Single,Sales,Wife,Black,Female,9096,1835,16,United-States,<=50K
57,Government,251356,PhD,7,Divorced,Tech,Husband,Asian,Male,7436,4228,5,Mexico,<=50K
20,Private,180534,Some-college,2,Married,Exec,Wife,Asian,Male,4793,4150,73,India,<=50K
42,Government,291504,PhD,15,Single,Sales,Husband,Black,Male,8160,4060,46,India,>50K
62,Private,357801,Some-college,6,Single,Admin,Own-child,Other,Female,179,4605,14,United-States,<=50K
55,Self-emp,429503,Masters,10,Divorced,Exec,Not-in-family,Other,Male,3873,4765,44,United-States,<=50K
62,Private,206544,HS-grad,12,Single,Exec,Husband,Asian,Female,3960,3612,63,United-States,>50K
37,Government,256512,Masters,11,Married,Exec,Own-child,Other,Male,1186,1689,52,Canada,<=50K
69,Private,250037,Masters,4,Single,Service,Husband,Asian,Male,773,1316,26,Canada,<=50K
61,Private,464529,Bachelors,3,Married,Exec,Husband,Other,Male,4460,4829,53,United-States,<=50K
62,Private,44160,Bachelors,2,Single,Tech,Own-child,Asian,Female,352,3186,29,India,<=50K
51,Self-emp,278933,Bachelors,6,Divorced,Exec,Husband,Other,Female,6943,4020,19,United-States,<=50K
38,Private,168253,Bachelors,8,Married,Service,Husband,White,Female,5202,4354,47,Canada,<=50K
65,Self-emp,155457,Some-college,6,Single,Exec,Not-in-family,Black,Male,5344,1145,8,India,<=50K
40,Self-emp,354741,PhD,9,Single,Admin,Own-child,White,Female,4507,4394,23,Canada,<=50K
23,Private,75641,HS-grad,14,Single,Admin,Own-child,Black,Female,4830,560,35,India,<=50K
68,Private,316391,Masters,5,Married,Service,Wife,Black,Male,117,1912,53,Canada,<=50K
30,Private,96673,Some-college,2,Married,Tech,Husband,Asian,Male,481,1864,58,India,<=50K
66,Government,241322,HS-grad,8,Married,Tech,Not-in-family,Black,Female,4287,296,5,India,<=50K
40,Private,277688,Some-college,9,Divorced,Sales,Husband,White,Female,6802,2409,16,India,<=50K
26,Self-emp,256855,Some-college,14,Divorced,Service,Husband,White,Female,8298,2636,17,India,<=50K
34,Private,416491,Masters,10,Married,Exec,Wife,Other,Female,4477,1461,32,Mexico,<=50K
19,Government,246361,PhD,4,Single,Service,Husband,White,Male,6533,4292,52,Canada,<=50K
36,Private,73248,Bachelors,6,Divorced,Sales,Not-in-family,Other,Male,243,2268,20,Canada,<=50K
36,Government,306694,PhD,15,Married,Service,Not-in-family,Black,Male,7012,994,66,Mexico,<=50K
24,Government,325837,Masters,11,Single,Service,Wife,White,Female,865,7,1,India,<=50K
59,Private,401068,Masters,10,Divorced,Sales,Husband,Black,Female,9753,2591,58,India,<=50K
59,Self-emp,422857,Masters,8,Single,Tech,Not-in-family,White,Male,5329,2515,44,Canada,<=50K
37,Government,212821,HS-grad,9,Single,Exec,Husband,White,Male,603,4415,6,Mexico,<=50K
26,Private,265949,PhD,12,Single,Sales,Husband,Other,Female,5756,1417,50,India,<=50K
34,Private,352165,PhD,5,Single,Admin,Husband,Black,Female,4018,2316,72,India,<=50K
44,Self-emp,287749,Some-college,12,Divorced,Tech,Wife,White,Male,5192,3932,20,India,<=50K
64,Government,60713,Some-college,6,Divorced,Admin,Husband,Asian,Male,2015,1287,14,United-States,<=50K
19,Government,423606,Some-college,11,Divorced,Tech,Not-in-family,Black,Male,9850,2844,5,Mexico,<=50K
53,Private,347547,Masters,4,Married,Exec,Husband,Black,Female,3380,1118,41,India,<=50K
36,Private,330610,PhD,5,Divorced,Exec,Not-in-family,Black,Female,3770,552,40,United-States,<=50K
34,Self-emp,13981,Masters,7,Single,Service,Husband,Other,Female,5829,660,34,Mexico,<=50K
22,Self-emp,412709,HS-grad,9,Divorced,Admin,Not-in-family,Asian,Female,1613,715,45,India,<=50K
56,Government,474434,Some-college,10,Single,Tech,Not-in-family,Black,Female,1879,3585,71,Canada,<=50K
35,Government,474534,Masters,11,Married,Exec,Husband,White,Female,5372,3761,71,United-States,<=50K
24,Private,387775,Masters,13,Single,Sales,Husband,White,Male,4108,2529,27,United-States,<=50K
34,Government,391382,HS-grad,6,Single,Exec,Not-in-family,Other,Male,9291,3970,78,India,<=50K
56,Self-emp,105335,Bachelors,14,Single,Sales,Own-child,White,Female,9266,3407,78,India,>50K
53,Self-emp,117441,PhD,6,Married,Tech,Wife,Black,Male,8978,1458,44,United-States,<=50K
57,Private,26984,Bachelors,8,Divorced,Exec,Own-child,White,Female,148,3267,33,Canada,<=50K
62,Self-emp,135580,Some-college,11,Divorced,Exec,Own-child,Black,Male,1754,854,33,Canada,<=50K
21,Self-emp,383460,Masters,4,Married,Tech,Husband,White,Female,7378,4760,44,Mexico,<=50K
55,Self-emp,425976,HS-grad,3,Single,Exec,Wife,Asian,Male,6681,3537,20,India,<=50K
42,Self-emp,494745,HS-grad,14,Divorced,Sales,Own-child,Other,Male,3756,1897,36,Canada,<=50K
22,Private,142596,PhD,7,Married,Exec,Husband,Other,Female,9371,272,7,Mexico,<=50K
47,Private,128454,Bachelors,5,Divorced,Admin,Own-child,Asian,Female,9116,4087,32,Canada,<=50K
29,Government,59402,PhD,2,Married,Service,Own-child,Asian,Male,5392,1272,67,India,<=50K
21,Self-emp,101656,Masters,2,Single,Sales,Husband,Other,Male,9795,4374,39,Mexico,<=50K
41,Government,75614,PhD,11,Divorced,Admin,Husband,Asian,Female,3052,4019,24,Mexico,<=50K
46,Private,176963,HS-grad,6,Married,Tech,Husband,Black,Male,5692,815,70,Mexico,<=50K
26,Private,363153,HS-grad,8,Divorced,Sales,Wife,White,Female,4218,4371,54,Canada,<=50K
21,Private,443048,Some-college,1,Divorced,Service,Own-child,Other,Female,4803,922,38,India,<=50K
68,Private,317980,Some-college,15,Divorced,Service,Husband,Asian,Male,2377,4737,74,Mexico,>50K
41,Private,477169,Masters,11,Divorced,Tech,Not-in-family,Black,Female,5086,4600,75,United-States,>50K
31,Private,416578,Bachelors,6,Married,Tech,Own-child,Other,Male,3182,4867,32,India,<=50K
22,Private,469961,PhD,12,Single,Sales,Not-in-family,Asian,Male,3160,1264,45,United-States,<=50K
35,Self-emp,441137,Masters,2,Married,Exec,Wife,Other,Female,6576,3724,61,United-States,<=50K
59,Government,473650,Some-college,2,Married,Tech,Husband,Asian,Male,8903,2787,70,Mexico,<=50K
36,Private,268789,PhD,7,Married,Exec,Not-in-family,Other,Female,2586,2722,53,Mexico,<=50K
29,Self-emp,421778,Some-college,10,Single,Admin,Wife,Black,Female,2648,4223,51,Canada,<=50K
35,Self-emp,467726,PhD,1,Divorced,Service,Husband,Black,Female,7313,2550,76,Canada,<=50K
34,Government,141049,Bachelors,6,Divorced,Exec,Not-in-family,White,Male,1717,2949,56,Canada,<=50K
47,Private,348551,Masters,14,Divorced,Service,Not-in-family,Other,Female,5308,1673,27,India,<=50K
41,Government,279754,PhD,7,Single,Exec,Wife,White,Male,7407,4587,38,Canada,<=50K
28,Private,119381,HS-grad,14,Divorced,Admin,Husband,Other,Female,870,3092,62,United-States,<=50K
52,Self-emp,496134,HS-grad,8,Single,Tech,Husband,Asian,Female,3574,2838,18,Canada,<=50K
40,Self-emp,25791,PhD,7,Divorced,Admin,Not-in-family,Asian,Female,5827,1666,64,Mexico,<=50K
34,Self-emp,68047,PhD,6,Divorced,Tech,Not-in-family,White,Male,7986,4511,77,Canada,<=50K
18,Self-emp,244898,PhD,9,Married,Tech,Not-in-family,Other,Male,8462,2195,30,India,<=50K
32,Government,471122,HS-grad,13,Single,Service,Husband,White,Female,9735,1384,49,India,<=50K
49,Private,160737,HS-grad,3,Married,Admin,Wife,Black,Female,8741,4403,41,United-States,<=50K
26,Private,80246,PhD,11,Married,Exec,Wife,White,Male,5769,3954,13,India,<=50K
32,Government,206936,Some-college,6,Married,Admin,Husband,White,Male,5733,2899,34,Canada,<=50K
45,Private,449667,Some-college,4,Single,Service,Own-child,Asian,Male,9904,60,25,Mexico,<=50K
41,Self-emp,244955,Bachelors,2,Single,Tech,Wife,White,Female,3240,3947,66,India,<=50K
52,Private,358292,Masters,1,Divorced,Service,Not-in-family,Other,Male,9554,2290,18,United-States,<=50K
39,Self-emp,55890,Some-college,12,Married,Sales,Own-child,Asian,Female,4893,472,5,Canada,<=50K
44,Government,410010,HS-grad,12,Divorced,Sales,Own-child,White,Male,9476,958,19,United-States,<=50K
36,Private,42888,Some-college,14,Married,Exec,Wife,Black,Female,886,532,42,India,<=50K
62,Government,147821,Bachelors,1,Single,Service,Own-child,White,Female,5854,493,18,India,<=50K
29,Private,56531,Bachelors,11,Single,Exec,Own-child,White,Female,5318,81,32,United-States,<=50K
37,Self-emp,387796,Masters,10,Single,Exec,Wife,White,Male,2258,4974,21,Canada,<=50K
18,Government,292752,Some-college,3,Married,Sales,Wife,Asian,Male,4382,2970,10,India,<=50K
38,Private,353130,HS-grad,4,Single,Exec,Own-child,Other,Male,1785,11,37,Mexico,<=50K
66,Self-emp,472427,HS-grad,2,Married,Sales,Not-in-family,Black,Female,7727,4544,49,India,<=50K
62,Government,356140,PhD,13,Divorced,Tech,Husband,White,Female,295,761,13,Canada,<=50K
18,Government,66017,HS-grad,12,Married,Service,Own-child,Other,Male,2597,3185,55,India,<=50K
27,Private,67676,Masters,11,Divorced,Exec,Own-child,Other,Female,680,25,17,United-States,<=50K
64,Private,21560,Masters,11,Married,Sales,Not-in-family,Asian,Female,4890,1806,9,India,<=50K
49,Private,457617,HS-grad,14,Divorced,Admin,Own-child,Black,Female,4298,4157,44,India,>50K
56,Self-emp,60468,HS-grad,11,Single,Exec,Own-child,Asian,Male,324,4324,78,Canada,>50K
39,Private,173535,PhD,1,Divorced,Tech,Husband,Other,Female,7952,4702,46,United-States,<=50K
35,Government,434879,HS-grad,4,Single,Tech,Husband,Other,Male,986,3659,8,Canada,<=50K
65,Government,471922,PhD,15,Single,Admin,Husband,Other,Male,3118,1525,37,India,<=50K
63,Private,461989,PhD,7,Divorced,Sales,Wife,Asian,Male,760,760,19,Mexico,<=50K
49,Private,305267,HS-grad,10,Married,Exec,Wife,Black,Male,7758,594,63,India,<=50K
44,Government,104346,Bachelors,11,Married,Sales,Husband,White,Male,9228,1055,46,Canada,>50K
45,Self-emp,150790,Bachelors,6,Married,Tech,Husband,Asian,Female,906,1854,71,Mexico,<=50K
35,Private,203709,PhD,6,Married,Sales,Wife,Other,Male,5499,3083,26,Canada,<=50K
56,Private,272172,HS-grad,11,Married,Tech,Not-in-family,Asian,Male,364,3916,46,Canada,>50K
66,Government,465586,Bachelors,9,Single,Sales,Own-child,Other,Male,7769,3675,46,United-States,<=50K
46,Private,57599,HS-grad,14,Married,Admin,Own-child,White,Female,3413,2048,75,Mexico,>50K
35,Self-emp,158469,HS-grad,15,Single,Service,Husband,White,Female,8027,1458,14,India,<=50K
61,Government,250270,HS-grad,2,Single,Admin,Not-in-family,Black,Female,7939,1219,63,Canada,<=50K
25,Private,55406,Some-college,4,Single,Admin,Wife,Other,Female,9261,4228,72,India,<=50K
48,Government,319801,HS-grad,5,Divorced,Service,Husband,Black,Male,3081,4181,3,United-States,<=50K
51,Private,77560,Some-college,1,Divorced,Service,Not-in-family,Black,Male,5448,1499,28,United-States,<=50K
24,Private,114143,PhD,8,Single,Exec,Not-in-family,White,Female,3258,1830,29,Mexico,<=50K
53,Private,154575,Bachelors,8,Divorced,Exec,Not-in-family,Asian,Female,2107,3395,18,United-States,<=50K
35,Self-emp,64943,Bachelors,6,Married,Admin,Wife,Asian,Female,7928,1203,35,United-States,<=50K
55,Self-emp,85839,Bachelors,12,Married,Admin,Wife,Black,Female,2933,4270,77,India,>50K
26,Government,92674,Bachelors,5,Single,Tech,Own-child,White,Male,2829,2810,76,United-States,<=50K
26,Private,35345,Bachelors,8,Married,Tech,Own-child,Other,Female,8633,3092,47,United-States,<=50K
63,Private,259495,Bachelors,3,Single,Exec,Not-in-family,Asian,Female,5006,3044,5,Canada,<=50K
25,Self-emp,60390,Bachelors,3,Single,Exec,Not-in-family,Black,Female,1559,4673,75,United-States,<=50K
68,Private,236113,PhD,2,Married,Tech,Wife,Asian,Female,1741,3514,59,Canada,<=50K
52,Self-emp,331701,HS-grad,5,Divorced,Tech,Own-child,Asian,Female,5830,1798,75,United-States,<=50K
35,Private,468270,Masters,3,Married,Sales,Not-in-family,Other,Female,7523,2575,59,United-States,<=50K
22,Government,11906,Some-college,3,Married,Sales,Own-child,White,Female,625,144,47,Mexico,<=50K
31,Private,443383,Masters,15,Single,Tech,Own-child,Other,Male,1690,4857,13,Mexico,<=50K
45,Private,17961,Masters,6,Single,Sales,Not-in-family,White,Male,8282,3926,78,Canada,<=50K
47,Self-emp,167212,HS-grad,8,Single,Service,Wife,Asian,Male,6310,1377,33,United-States,<=50K
21,Private,391433,HS-grad,2,Single,Exec,Not-in-family,Black,Male,3006,3146,62,India,<=50K
56,Private,199773,HS-grad,4,Divorced,Exec,Not-in-family,Other,Male,4302,1825,79,Mexico,<=50K
37,Self-emp,349711,Bachelors,11,Divorced,Tech,Own-child,White,Male,1088,793,16,India,<=50K
42,Government,352808,PhD,7,Divorced,Admin,Not-in-family,Asian,Female,6007,1601,44,Mexico,<=50K
45,Government,91199,Bachelors,1,Single,Tech,Wife,White,Female,4611,4414,58,Mexico,<=50K
29,Self-emp,270928,PhD,1,Single,Sales,Not-in-family,White,Male,9372,1110,6,United-States,<=50K
19,Self-emp,109764,PhD,12,Single,Admin,Wife,White,Female,7928,4053,15,Mexico,<=50K
60,Self-emp,484434,Masters,13,Divorced,Sales,Wife,Asian,Male,4490,4793,4,India,<=50K
31,Self-emp,132357,Masters,10,Single,Service,Own-child,Black,Female,8378,3937,56,Mexico,<=50K
39,Self-emp,352873,PhD,7,Married,Sales,Husband,Black,Female,1597,3963,64,Canada,<=50K
48,Government,431777,PhD,14,Married,Service,Husband,Black,Female,3747,4942,68,United-States,>50K
40,Government,322712,Bachelors,7,Single,Service,Own-child,White,Female,2670,782,34,United-States,<=50K
65,Self-emp,381493,Bachelors,1,Married,Sales,Not-in-family,Asian,Female,8431,1116,56,Canada,<=50K
37,Private,345446,Masters,1,Married,Sales,Own-child,White,Female,2580,1750,32,Canada,<=50K
55,Self-emp,498596,HS-grad,4,Divorced,Service,Wife,Black,Male,7432,2576,9,Canada,<=50K
21,Private,104968,PhD,5,Single,Admin,Husband,Black,Male,8330,4027,63,Mexico,<=50K
32,Self-emp,170576,Bachelors,5,Single,Service,Own-child,Asian,Female,2506,3336,72,United-States,<=50K
41,Self-emp,388260,Masters,4,Divorced,Exec,Not-in-family,White,Male,4725,4387,78,Canada,<=50K
42,Government,309290,Bachelors,8,Married,Service,Own-child,Other,Female,4300,1487,33,Mexico,<=50K
18,Private,50297,PhD,7,Married,Admin,Husband,Other,Male,9941,3875,21,Canada,<=50K
24,Private,96394,PhD,9,Single,Exec,Own-child,Black,Female,8759,3631,55,India,<=50K
48,Government,399317,Some-college,7,Married,Tech,Own-child,Asian,Male,7002,4192,76,India,<=50K
29,Government,398086,HS-grad,15,Divorced,Tech,Husband,White,Female,9073,3958,57,United-States,<=50K
59,Government,471823,Some-college,10,Divorced,Admin,Wife,White,Male,6131,3397,2,Mexico,<=50K
22,Government,26939,Masters,1,Single,Service,Wife,Black,Female,8831,73,13,India,<=50K
61,Private,493683,Bachelors,13,Divorced,Sales,Husband,Black,Male,4537,1359,4,India,<=50K
67,Private,453931,Masters,14,Divorced,Admin,Own-child,White,Female,2335,1091,50,Mexico,>50K
