age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
54,State-gov,171628,Masters,10,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,1000,57,India,>50K
54,State-gov,347321,HS-grad,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,28,Canada,<=50K
35,Private,78484,Masters,10,Divorced,Sales,Own-child,Black,Male,0,0,51,India,<=50K
51,State-gov,64250,HS-grad,10,Divorced,Sales,Own-child,Black,Female,0,1000,60,India,<=50K
31,State-gov,48482,Assoc-acdm,12,Never-married,Tech-support,Husband,Black,Female,5000,0,50,India,<=50K
42,Local-gov,157691,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,5000,0,53,United-States,<=50K
24,State-gov,246380,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,10000,1000,49,India,<=50K
64,Self-emp-not-inc,292604,Assoc-acdm,13,Divorced,Sales,Wife,Asian-Pac-Islander,Male,0,0,20,Mexico,<=50K
24,Private,379399,Assoc-acdm,15,Married-civ-spouse,Sales,Wife,Black,Male,0,0,59,United-States,<=50K
21,Self-emp-not-inc,334250,Assoc-acdm,9,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Male,5000,0,27,India,<=50K
34,Local-gov,366280,Masters,9,Divorced,Adm-clerical,Wife,Black,Female,0,0,24,Canada,<=50K
21,Local-gov,194406,Some-college,8,Married-civ-spouse,Exec-managerial,Husband,Black,Male,5000,0,59,Mexico,<=50K
29,Private,95430,Some-college,16,Married-civ-spouse,Sales,Not-in-family,Black,Female,0,0,24,United-States,<=50K
54,Private,280938,Masters,10,Divorced,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,41,Mexico,>50K
54,Federal-gov,390989,HS-grad,15,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,10000,0,20,Mexico,<=50K
62,Private,317399,Some-college,16,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,54,Canada,<=50K
23,State-gov,359629,Some-college,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,1000,26,Canada,<=50K
49,Local-gov,119333,HS-grad,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,5000,1000,24,Canada,<=50K
49,Local-gov,28607,Assoc-acdm,8,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Male,5000,0,33,Mexico,<=50K
61,Self-emp-not-inc,323744,Assoc-acdm,11,Never-married,Tech-support,Husband,Black,Male,5000,0,35,India,<=50K
18,Private,181133,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,51,India,<=50K
22,Local-gov,196864,Bachelors,14,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,41,United-States,<=50K
25,Self-emp-not-inc,237660,Masters,10,Divorced,Exec-managerial,Husband,Black,Male,10000,0,28,United-States,<=50K
58,Local-gov,102708,Assoc-acdm,8,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,46,Mexico,<=50K
62,State-gov,294248,Bachelors,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,10000,0,51,United-States,<=50K
58,Private,312400,Masters,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,10000,0,49,India,>50K
35,Self-emp-not-inc,79076,HS-grad,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,43,Canada,<=50K
31,State-gov,195266,Some-college,15,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,51,United-States,<=50K
22,Local-gov,330748,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,26,India,<=50K
65,Self-emp-not-inc,216887,Some-college,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,59,Mexico,<=50K
29,State-gov,91515,Some-college,15,Divorced,Sales,Wife,Black,Male,0,0,22,United-States,<=50K
35,Private,264074,Bachelors,15,Married-civ-spouse,Sales,Wife,White,Female,10000,0,60,India,<=50K
54,Self-emp-not-inc,65337,Assoc-acdm,14,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Female,5000,0,20,Mexico,<=50K
65,Local-gov,323807,Bachelors,11,Divorced,Sales,Not-in-family,Black,Male,0,1000,52,United-States,<=50K
45,Local-gov,271275,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5000,0,28,Canada,<=50K
36,Private,28351,Bachelors,15,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Female,10000,0,49,Mexico,>50K
26,Self-emp-not-inc,214207,Some-college,15,Divorced,Tech-support,Not-in-family,Black,Female,10000,0,38,Mexico,<=50K
35,Federal-gov,321585,Assoc-acdm,11,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,10000,0,23,United-States,<=50K
42,Private,211664,Masters,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,>50K
59,Federal-gov,388492,Some-college,11,Divorced,Sales,Wife,Black,Female,10000,1000,37,United-States,<=50K
22,State-gov,257193,Masters,15,Divorced,Prof-specialty,Not-in-family,Black,Female,5000,0,24,India,<=50K
47,Private,224830,HS-grad,10,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,51,India,<=50K
31,Private,173705,Assoc-acdm,14,Divorced,Prof-specialty,Husband,Black,Female,5000,1000,21,Canada,<=50K
30,Private,141806,HS-grad,16,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,1000,57,Mexico,<=50K
47,State-gov,110039,Masters,12,Never-married,Adm-clerical,Wife,Black,Male,0,0,38,Mexico,>50K
28,Self-emp-not-inc,393194,Assoc-acdm,16,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,27,United-States,<=50K
38,Self-emp-not-inc,251152,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,29,Canada,<=50K
46,Self-emp-not-inc,299782,Assoc-acdm,12,Never-married,Tech-support,Own-child,Black,Male,5000,0,29,United-States,<=50K
65,Federal-gov,193686,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
26,Private,181523,Assoc-acdm,8,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,23,India,<=50K
55,Self-emp-not-inc,165713,Assoc-acdm,11,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,10000,1000,32,Mexico,<=50K
